id,name,branches,main_branch,heading,branch_name
D001317,Austria,['Z01.542.088'],Z01,FALSE,Geographic Locations
D001318,Authoritarianism,['F01.752.098'],F01,FALSE,Behavior and Behavior Mechanisms
D001319,Authorship,['L01.559.423.906.215'],L01,FALSE,Information Science
D001321,Autistic Disorder,['F03.625.164.113.500'],F03,FALSE,Mental Disorders
D001322,Autoanalysis,['E05.059'],E05,FALSE,Investigative Techniques
D001323,Autoantibodies,"['D12.776.124.486.485.114.323', 'D12.776.124.790.651.114.323', 'D12.776.377.715.548.114.323']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001324,Autoantigens,['D23.050.422'],D23,FALSE,Biological Factors
D001325,Autobiographies as Topic,['K01.517.211.215'],K01,FALSE,Humanities
D001326,Autogenic Training,"['E02.190.525.217.100', 'F04.754.424.386']",E02,FALSE,Therapeutics
D001327,Autoimmune Diseases,['C20.111'],C20,FALSE,Immune System Diseases
D001329,Autolysis,['C23.550.260.224.617.236'],C23,FALSE,"Pathological Conditions, Signs and Symptoms"
D001330,Electronic Data Processing,['L01.224.085'],L01,FALSE,Information Science
D001331,Automation,['J01.897.104'],J01,FALSE,"Technology, Industry, and Agriculture"
D001332,Automatism,['F02.463.425.179.149'],F02,FALSE,Psychological Phenomena
D001333,Automobile Driver Examination,['I03.125.299'],I03,FALSE,Human Activities
D001334,Automobile Driving,['I03.125'],I03,FALSE,Human Activities
D001335,Vehicle Emissions,['D20.832'],D20,FALSE,Complex Mixtures
D001336,Automobiles,['J01.937.500.100'],J01,FALSE,"Technology, Industry, and Agriculture"
D001337,Autonomic Agents,['D27.505.696.663.050'],D27,FALSE,Chemical Actions and Uses
D001338,"Autonomic Fibers, Postganglionic","['A08.675.542.100', 'A08.800.050.050.050', 'A08.800.800.060.050', 'A11.671.501.100']",A08,FALSE,Nervous System
D001339,"Autonomic Fibers, Preganglionic","['A08.675.127.500.060', 'A08.675.542.234.060', 'A08.800.050.050.060', 'A08.800.800.060.060', 'A11.671.188.500.060', 'A11.671.501.234.060']",A08,FALSE,Nervous System
D001340,Autonomic Nerve Block,"['E03.155.086.711.299', 'E04.525.210.550.500']",E03,FALSE,Anesthesia and Analgesia
D001341,Autonomic Nervous System,['A08.800.050'],A08,FALSE,Nervous System
D001342,Autonomic Nervous System Diseases,['C10.177'],C10,FALSE,Nervous System Diseases
D001343,Autophagy,['G04.011'],G04,FALSE,Cell Physiological Phenomena
D001344,Autopsy,"['E01.370.060', 'E05.070', 'I01.198.780.937.120']",E01,FALSE,Diagnosis
D001345,Autoradiography,"['E01.370.225.750.132', 'E05.200.750.132', 'E05.799.256']",E01,FALSE,Diagnosis
D001346,Autosuggestion,"['E02.190.525.217.771.100', 'F04.754.424.771.299']",E02,FALSE,Therapeutics
D001348,Aversive Therapy,['F04.754.137.174'],F04,FALSE,Behavioral Disciplines and Activities
D001350,"Encephalomyelitis Virus, Avian",['B04.820.578.750.227'],B04,FALSE,Viruses
D001351,Infectious bronchitis virus,['B04.820.578.500.540.150.400.750'],B04,FALSE,Viruses
D001352,"Herpesvirus 1, Gallid",['B04.280.382.100.374.450'],B04,FALSE,Viruses
D001353,Avian Leukosis,"['C01.925.782.815.096', 'C01.925.928.120', 'C04.557.337.372.216', 'C04.619.531.216', 'C22.131.094']",C01,FALSE,Infections
D001354,Avian Leukosis Virus,"['B04.613.807.070.100', 'B04.820.650.070.100']",B04,FALSE,Viruses
D001355,Alpharetrovirus,"['B04.613.807.070', 'B04.820.650.070']",B04,FALSE,Viruses
D001356,Reticuloendotheliosis virus,"['B04.613.807.375.700.700', 'B04.820.650.375.700.700']",B04,FALSE,Viruses
D001357,"Sarcoma, Avian","['C01.925.782.815.800', 'C01.925.928.800', 'C04.557.450.795.830.800', 'C04.619.857.800', 'C22.131.800']",C01,FALSE,Infections
D001358,Avian Sarcoma Viruses,"['B04.613.807.070.120', 'B04.820.650.070.120']",B04,FALSE,Viruses
D001359,Aviation,['J01.937.285'],J01,FALSE,"Technology, Industry, and Agriculture"
D001360,Avidin,"['D12.776.034.614.300', 'D12.776.256.159.157.663.300', 'D12.776.290.663.100', 'D12.776.395.175']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001361,Avitaminosis,['C18.654.521.500.133'],C18,FALSE,Nutritional and Metabolic Diseases
D001362,Avoidance Learning,"['F02.463.425.097', 'F02.463.785.373.173']",F02,FALSE,Psychological Phenomena
D001363,Awards and Prizes,['K01.150'],K01,FALSE,Humanities
D001364,Awareness,['F02.463.188.150'],F02,FALSE,Psychological Phenomena
D001365,Axilla,['A01.378.800.090'],A01,FALSE,Body Regions
D001366,Axillary Artery,['A07.015.114.085'],A07,FALSE,Cardiovascular System
D001367,Axillary Vein,['A07.015.908.077'],A07,FALSE,Cardiovascular System
D001368,"Axis, Cervical Vertebra",['A02.835.232.834.151.383'],A02,FALSE,Musculoskeletal System
D001369,Axons,"['A08.675.542.145', 'A11.284.180.075', 'A11.671.137', 'A11.671.501.145']",A08,FALSE,Nervous System
D001370,Axonal Transport,"['G03.143.355.040', 'G04.392.040', 'G11.561.050']",G03,FALSE,Metabolism
D001371,"trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride",['D02.455.426.392.368.367.900'],D02,FALSE,Organic Chemicals
D001372,Aza Compounds,['D02.145'],D02,FALSE,Organic Chemicals
D001373,Azacosterol,"['D04.210.500.247.222.284.070', 'D04.210.500.247.808.197.070', 'D10.570.938.208.070']",D04,FALSE,Polycyclic Compounds
D001374,Azacitidine,"['D02.145.150', 'D03.383.742.680.245.217', 'D13.570.685.245.217', 'D13.570.800.286.300']",D02,FALSE,Organic Chemicals
D001375,Azaguanine,"['D02.145.250', 'D03.633.100.759.758.399.454.300']",D02,FALSE,Organic Chemicals
D001376,Azaperone,['D02.522.352.110'],D02,FALSE,Organic Chemicals
D001377,Azaserine,['D12.125.154.800.500'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001378,Azasteroids,['D04.210.500.925.100'],D04,FALSE,Polycyclic Compounds
D001379,Azathioprine,"['D02.886.759.111', 'D03.633.100.759.570.090', 'D13.570.900.111']",D02,FALSE,Organic Chemicals
D001380,Azauridine,"['D02.145.451', 'D03.383.742.680.852.176', 'D13.570.685.852.176', 'D13.570.800.892.176']",D02,FALSE,Organic Chemicals
D001381,Azepines,['D03.383.066'],D03,FALSE,Heterocyclic Compounds
D001382,Azerbaijan,['Z01.542.900.120'],Z01,FALSE,Geographic Locations
D001383,Azetidinecarboxylic Acid,"['D02.241.081.583.100', 'D02.491.485.100', 'D03.383.082.301.100', 'D12.125.072.401.200']",D02,FALSE,Organic Chemicals
D001384,Azetidines,['D03.383.082.301'],D03,FALSE,Heterocyclic Compounds
D001385,Azetines,['D03.383.082'],D03,FALSE,Heterocyclic Compounds
D001386,Azides,"['D01.625.100', 'D02.159']",D01,FALSE,Inorganic Chemicals
D001387,Azinphosmethyl,"['D02.705.400.625.060', 'D02.705.539.345.060', 'D02.886.300.692.060']",D02,FALSE,Organic Chemicals
D001388,Aziridines,['D03.383.097.217'],D03,FALSE,Heterocyclic Compounds
D001389,Azirines,['D03.383.097'],D03,FALSE,Heterocyclic Compounds
D001390,Azlocillin,"['D02.065.589.099.750.750.050.075', 'D02.886.108.750.750.050.075', 'D03.633.100.300.750.750.050.075']",D02,FALSE,Organic Chemicals
D001391,Azo Compounds,['D02.172'],D02,FALSE,Organic Chemicals
D001392,Azocines,['D03.383.113'],D03,FALSE,Heterocyclic Compounds
D001393,Azoles,['D03.383.129'],D03,FALSE,Heterocyclic Compounds
D001394,Azores,['Z01.639.040.218'],Z01,FALSE,Geographic Locations
D001395,Azotobacter,"['B03.440.400.425.625.050', 'B03.660.250.580.022']",B03,FALSE,Bacteria
D001397,Azoxymethane,['D02.172.080'],D02,FALSE,Organic Chemicals
D001398,Aztreonam,"['D02.065.589.099.500.044', 'D02.886.108.500.044', 'D03.383.411.350.044', 'D03.633.100.300.500.044']",D02,FALSE,Organic Chemicals
D001399,Azure Stains,"['D02.886.369.080', 'D03.633.300.783.080']",D02,FALSE,Organic Chemicals
D001400,Azurin,"['D12.776.097.100', 'D12.776.556.080']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001401,Azygos Vein,['A07.015.908.106'],A07,FALSE,Cardiovascular System
D001402,B-Lymphocytes,"['A11.063.438', 'A11.118.637.555.567.562', 'A15.145.229.637.555.567.562', 'A15.382.032.438', 'A15.382.490.555.567.562']",A11,FALSE,Cells
D001403,Babesia,['B01.043.075.600.580.070'],B01,FALSE,Eukaryota
D001404,Babesiosis,"['C01.610.701.688.122', 'C01.610.752.075', 'C01.610.752.625.122', 'C01.920.930.182', 'C22.674.710.122']",C01,FALSE,Infections
D001405,"Reflex, Babinski","['E01.370.376.550.650.680', 'E01.370.600.550.650.680', 'G11.561.731.618']",E01,FALSE,Diagnosis
D001406,Bacillaceae,"['B03.300.390.400.158', 'B03.353.500.100', 'B03.510.100.100', 'B03.510.415.400.158', 'B03.510.460.410.158']",B03,FALSE,Bacteria
D001407,Bacillus,"['B03.300.390.400.158.218', 'B03.353.500.100.218', 'B03.510.100.100.218', 'B03.510.415.400.158.218', 'B03.510.460.410.158.218']",B03,FALSE,Bacteria
D001408,Bacillus anthracis,"['B03.300.390.400.158.218.151', 'B03.353.500.100.218.151', 'B03.510.100.100.218.151', 'B03.510.415.400.158.218.151', 'B03.510.460.410.158.218.151']",B03,FALSE,Bacteria
D001409,Bacillus cereus,"['B03.300.390.400.158.218.252', 'B03.353.500.100.218.252', 'B03.510.100.100.218.252', 'B03.510.415.400.158.218.252', 'B03.510.460.410.158.218.252']",B03,FALSE,Bacteria
D001410,Bacillus megaterium,"['B03.300.390.400.158.218.500', 'B03.353.500.100.218.500', 'B03.510.100.100.218.500', 'B03.510.415.400.158.218.500', 'B03.510.460.410.158.218.500']",B03,FALSE,Bacteria
D001411,Geobacillus stearothermophilus,"['B03.300.390.400.158.400.400', 'B03.353.500.100.400.400', 'B03.510.100.100.400.400', 'B03.510.415.400.158.400.400', 'B03.510.460.410.158.400.400']",B03,FALSE,Bacteria
D001412,Bacillus subtilis,"['B03.300.390.400.158.218.725', 'B03.353.500.100.218.725', 'B03.510.100.100.218.725', 'B03.510.415.400.158.218.725', 'B03.510.460.410.158.218.725']",B03,FALSE,Bacteria
D001413,Bacillus thuringiensis,"['B03.300.390.400.158.218.800', 'B03.353.500.100.218.800', 'B03.510.100.100.218.800', 'B03.510.415.400.158.218.800', 'B03.510.460.410.158.218.800']",B03,FALSE,Bacteria
D001414,Bacitracin,"['D04.345.566.075', 'D12.644.641.075']",D04,FALSE,Polycyclic Compounds
D001415,Back,['A01.923.176'],A01,FALSE,Body Regions
D001416,Back Pain,['C23.888.592.612.107'],C23,FALSE,"Pathological Conditions, Signs and Symptoms"
D001417,Background Radiation,['G01.750.750.115'],G01,FALSE,Physical Phenomena
D001418,Baclofen,['D02.241.081.114.500.350.100'],D02,FALSE,Organic Chemicals
D001419,Bacteria,['B03'],B03,TRUE,Bacteria
D001420,"Bacteria, Aerobic",['B03.120'],B03,FALSE,Bacteria
D001421,"Bacteria, Anaerobic",['B03.130'],B03,FALSE,Bacteria
D001422,Bacterial Adhesion,['G06.099.050'],G06,FALSE,Microbiological Phenomena
D001423,Bacterial Infections and Mycoses,['C01.150'],C01,FALSE,Infections
D001424,Bacterial Infections,['C01.150.252'],C01,FALSE,Infections
D001425,Bacterial Outer Membrane Proteins,"['D12.776.097.120', 'D12.776.543.100']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001426,Bacterial Proteins,['D12.776.097'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001427,Bacterial Toxins,['D23.946.123'],D23,FALSE,Biological Factors
D001428,Bacterial Vaccines,['D20.215.894.135'],D20,FALSE,Complex Mixtures
D001429,Bacteriochlorophylls,"['D03.383.129.578.840.374.100', 'D03.633.400.909.374.100', 'D04.345.783.374.100', 'D12.776.752.249']",D03,FALSE,Heterocyclic Compounds
D001430,Bacteriocins,"['D12.776.097.151', 'D12.776.543.695.110']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001431,Bacteriological Techniques,"['E01.370.225.875.150', 'E05.200.875.150']",E01,FALSE,Diagnosis
D001432,Bacteriology,['H01.158.273.540.177'],H01,FALSE,Natural Science Disciplines
D001433,Bacteriolysis,['G06.099.115'],G06,FALSE,Microbiological Phenomena
D001434,Bacteriophage Typing,"['E01.370.225.875.150.125.150', 'E05.200.875.150.125.150']",E01,FALSE,Diagnosis
D001435,Bacteriophages,['B04.123'],B04,FALSE,Viruses
D001436,Bacteriorhodopsins,"['D12.776.090.200', 'D12.776.157.530.450.250.875.249', 'D12.776.543.585.450.250.875.249', 'D12.776.752.812.249']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001437,Bacteriuria,"['C01.915.219', 'C12.050.351.968.892.219', 'C12.200.777.892.219', 'C12.950.892.219']",C01,FALSE,Infections
D001438,Bacteroidaceae,"['B03.440.080.094', 'B03.440.425.410.194']",B03,FALSE,Bacteria
D001439,Bacteroides,"['B03.440.080.094.152', 'B03.440.425.410.194.152']",B03,FALSE,Bacteria
D001441,Bacteroides fragilis,"['B03.440.080.094.152.400', 'B03.440.425.410.194.152.400']",B03,FALSE,Bacteria
D001442,Bacteroides Infections,['C01.150.252.400.110.109'],C01,FALSE,Infections
D001443,Prevotella melaninogenica,"['B03.440.080.094.640.500', 'B03.440.425.410.194.640.500']",B03,FALSE,Bacteria
D001444,Bahamas,"['Z01.107.084.900.100', 'Z01.639.880.100']",Z01,FALSE,Geographic Locations
D001445,Bahrain,['Z01.252.245.500.175'],Z01,FALSE,Geographic Locations
D001446,Balanitis,"['C12.100.500.494.136', 'C12.200.294.494.136']",C12,FALSE,Urogenital Diseases
D001447,Balantidiasis,"['C01.610.432.146', 'C01.610.752.200.146', 'C06.405.469.452.146']",C01,FALSE,Infections
D001448,Balantidium,['B01.043.185.375.650.650.153'],B01,FALSE,Eukaryota
D001449,Balkan Nephropathy,"['C12.050.351.968.419.570.643.150', 'C12.200.777.419.570.643.150', 'C12.950.419.570.643.150']",C12,FALSE,Urogenital Diseases
D001450,Ballistocardiography,['E01.370.370.380.100'],E01,FALSE,Diagnosis
D001452,Balneology,['E02.056'],E02,FALSE,Therapeutics
D001453,Balsams,"['D05.750.078.840.219', 'D20.215.721.500.219']",D05,FALSE,Macromolecular Substances
D001454,Baltic States,['Z01.542.248.136'],Z01,FALSE,Geographic Locations
D001455,Bambermycins,['D09.698.718.220'],D09,FALSE,Carbohydrates
D001457,"Anion Exchange Protein 1, Erythrocyte","['D12.776.157.530.450.162.193.500', 'D12.776.157.530.450.437.249.500', 'D12.776.157.530.937.656.249.500', 'D12.776.543.550.190.276.500', 'D12.776.543.550.779.249.500', 'D12.776.543.585.450.162.193.500', 'D12.776.543.585.450.437.249.500', 'D12.776.543.585.937.776.249.500']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001458,Bandages,['E07.101'],E07,FALSE,Equipment and Supplies
D001459,Bangladesh,['Z01.252.245.131'],Z01,FALSE,Geographic Locations
D001460,Barbados,"['Z01.107.084.900.140', 'Z01.639.880.140']",Z01,FALSE,Geographic Locations
D001461,Barbering,['J01.576.082'],J01,FALSE,"Technology, Industry, and Agriculture"
D001462,Barbital,['D03.383.742.698.253.150'],D03,FALSE,Heterocyclic Compounds
D001463,Barbiturates,['D03.383.742.698.253'],D03,FALSE,Heterocyclic Compounds
D001464,Barium,"['D01.268.552.050', 'D01.268.556.062', 'D01.552.539.124', 'D01.552.544.062']",D01,FALSE,Inorganic Chemicals
D001465,Barium Radioisotopes,['D01.496.749.075'],D01,FALSE,Inorganic Chemicals
D001466,Barium Sulfate,"['D01.103.075', 'D01.875.800.800.850.075']",D01,FALSE,Inorganic Chemicals
D001467,Hordeum,['B01.875.800.575.912.250.822.481'],B01,FALSE,Eukaryota
D001468,Thoracica,['B01.050.500.131.365.880'],B01,FALSE,Eukaryota
D001469,Barotrauma,['C26.120'],C26,FALSE,Wounds and Injuries
D001471,Barrett Esophagus,"['C04.834.154', 'C06.405.117.102']",C04,FALSE,Neoplasms
D001472,Bartholin's Glands,"['A05.360.319.887.220', 'A10.336.095']",A05,FALSE,Urogenital System
D001473,Bartonella,"['B03.440.090.100', 'B03.660.050.030.040']",B03,FALSE,Bacteria
D001474,Bartonella Infections,['C01.150.252.400.126.100'],C01,FALSE,Infections
D001475,Bartonellaceae,"['B03.440.090', 'B03.660.050.030']",B03,FALSE,Bacteria
D001476,Bartonellaceae Infections,['C01.150.252.400.126'],C01,FALSE,Infections
D001477,Bartter Syndrome,"['C12.050.351.968.419.815.279', 'C12.200.777.419.815.279', 'C12.950.419.815.279', 'C19.053.800.604.249']",C12,FALSE,Urogenital Diseases
D001478,Basal Cell Nevus Syndrome,"['C04.182.089.530.690.150', 'C04.557.470.200.165.150', 'C04.557.470.565.165.150', 'C04.700.175', 'C05.116.099.105', 'C05.500.470.690.150', 'C07.320.450.670.130', 'C16.131.077.130', 'C16.320.700.175']",C04,FALSE,Neoplasms
D001479,Basal Ganglia,['A08.186.211.200.885.287.249'],A08,FALSE,Nervous System
D001480,Basal Ganglia Diseases,['C10.228.140.079'],C10,FALSE,Nervous System Diseases
D001481,Basal Metabolism,['G03.295.154'],G03,FALSE,Metabolism
D001482,Base Composition,['G02.111.080'],G02,FALSE,Chemical Phenomena
D001483,Base Sequence,"['G02.111.570.080', 'G05.360.080', 'L01.453.245.667.080']",G02,FALSE,Chemical Phenomena
D001484,Baseball,['I03.450.642.845.110'],I03,FALSE,Human Activities
D001485,Basement Membrane,"['A10.272.220', 'A10.615.179']",A10,FALSE,Tissues
D001486,Bashkiria,['Z01.542.248.775.150'],Z01,FALSE,Geographic Locations
D001487,Basidiomycota,['B01.300.179'],B01,FALSE,Eukaryota
D001488,Basilar Artery,['A07.015.114.106'],A07,FALSE,Cardiovascular System
D001489,Basilar Membrane,"['A09.246.300.246.125', 'A10.615.179.124']",A09,FALSE,Sense Organs
D001490,Basketball,['I03.450.642.845.117'],I03,FALSE,Human Activities
D001491,Basophils,"['A11.118.637.415.120', 'A11.627.340.120', 'A15.145.229.637.415.120', 'A15.382.490.315.120']",A11,FALSE,Cells
D001492,Bass,['B01.050.150.900.493.602.105'],B01,FALSE,Eukaryota
D001493,Bathing Beaches,['J03.925.080'],J03,FALSE,Non-Medical Public and Private Facilities
D001494,Baths,['E02.056.110'],E02,FALSE,Therapeutics
D001496,Batrachotoxins,"['D20.888.033.112', 'D23.946.833.033.112']",D20,FALSE,Complex Mixtures
D001497,Battered Child Syndrome,['F03.950.750.124'],F03,FALSE,Mental Disorders
D001498,"3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester","['D03.383.725.203.600', 'D03.383.725.547.900']",D03,FALSE,Heterocyclic Compounds
D001499,Bayes Theorem,"['E05.318.740.600.200', 'N05.715.360.750.625.150', 'N06.850.520.830.600.200']",E05,FALSE,Investigative Techniques
D001500,BCG Vaccine,['D20.215.894.135.825.100'],D20,FALSE,Complex Mixtures
D001501,Bdellovibrio,"['B03.440.400.425.180', 'B03.660.125.050']",B03,FALSE,Bacteria
D001502,Beak,['A13.114'],A13,FALSE,Animal Structures
D001503,Ursidae,['B01.050.150.900.649.313.750.250.761'],B01,FALSE,Eukaryota
D001504,Beauty,"['F02.463.785.477.304', 'K01.752.210.304']",F02,FALSE,Psychological Phenomena
D001505,Beauty Culture,['J01.576.112'],J01,FALSE,"Technology, Industry, and Agriculture"
D001506,Beckwith-Wiedemann Syndrome,"['C16.131.077.133', 'C16.131.260.080', 'C16.320.180.080']",C16,FALSE,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D001507,Beclomethasone,"['D04.210.500.745.432.769.125', 'D04.210.500.883.154']",D04,FALSE,Polycyclic Compounds
D001508,Bed Conversion,['N03.349.650.250.080'],N03,FALSE,Health Care Economics and Organizations
D001509,Bed Occupancy,['N02.278.050'],N02,FALSE,"Health Care Facilities, Manpower, and Services"
D001510,Bed Rest,['E02.075'],E02,FALSE,Therapeutics
D001511,Bedbugs,['B01.050.500.131.617.412.420.150.100'],B01,FALSE,Eukaryota
D001512,Bedding and Linens,"['E07.325.137', 'J01.494.221']",E07,FALSE,Equipment and Supplies
D001513,Beds,['E07.325.220'],E07,FALSE,Equipment and Supplies
D001514,Bee Venoms,"['D20.888.065.115', 'D23.946.833.065.115']",D20,FALSE,Complex Mixtures
D001515,Beer,"['G07.203.100.100.200', 'G07.203.100.559.500', 'G07.203.200.563.500', 'J02.200.100.200', 'J02.200.559.500', 'J02.350.594.500']",G07,FALSE,Physiological Phenomena
D001516,Bees,['B01.050.500.131.617.720.500.500.875.387'],B01,FALSE,Eukaryota
D001517,Coleoptera,['B01.050.500.131.617.720.500.500.375'],B01,FALSE,Eukaryota
D001519,Behavior,['F01.145'],F01,FALSE,Behavior and Behavior Mechanisms
D001520,Behavior and Behavior Mechanisms,['F01'],F01,TRUE,Behavior and Behavior Mechanisms
D001521,Behavior Therapy,['F04.754.137'],F04,FALSE,Behavioral Disciplines and Activities
D001522,"Behavior, Animal",['F01.145.113'],F01,FALSE,Behavior and Behavior Mechanisms
D001523,Mental Disorders,['F03'],F03,TRUE,Mental Disorders
D001524,Behavioral Medicine,"['F04.096.080', 'H02.403.090']",F04,FALSE,Behavioral Disciplines and Activities
D001525,Behavioral Sciences,['F04.096'],F04,FALSE,Behavioral Disciplines and Activities
D001526,Behavioral Symptoms,['F01.145.126'],F01,FALSE,Behavior and Behavior Mechanisms
D001527,Behaviorism,['F02.739.138'],F02,FALSE,Psychological Phenomena
D001528,Behcet Syndrome,"['C07.465.075', 'C11.941.879.780.880.200', 'C14.907.940.100', 'C16.320.382.250', 'C17.800.827.368.250', 'C17.800.862.150']",C07,FALSE,Stomatognathic Diseases
D001530,Belgium,['Z01.542.115'],Z01,FALSE,Geographic Locations
D001531,Belize,['Z01.107.169.133'],Z01,FALSE,Geographic Locations
D001532,Atropa belladonna,['B01.875.800.575.912.250.908.500.049.222'],B01,FALSE,Eukaryota
D001533,Belladonna Alkaloids,"['D03.132.760.180', 'D03.132.889.180']",D03,FALSE,Heterocyclic Compounds
D001534,Bemegride,['D03.383.725.791.100'],D03,FALSE,Heterocyclic Compounds
D001535,Benactyzine,"['D02.241.223.601.238.306.140', 'D02.241.511.085.140']",D02,FALSE,Organic Chemicals
D001536,Bence Jones Protein,"['D12.776.124.486.485.900.120', 'D12.776.124.790.651.900.120', 'D12.776.377.715.548.900.120']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D001537,Bencyclane,['D02.455.426.392.368.284.100'],D02,FALSE,Organic Chemicals
D001538,Bender-Gestalt Test,"['F04.711.513.180', 'F04.711.647.138']",F04,FALSE,Behavioral Disciplines and Activities
D001539,Bendroflumethiazide,"['D02.886.590.700.135.138', 'D02.886.655.500.138', 'D03.633.100.174.138']",D02,FALSE,Organic Chemicals
D001541,Benin,['Z01.058.290.190.200'],Z01,FALSE,Geographic Locations
D001542,Benomyl,"['D02.241.081.251.125', 'D03.633.100.103.140']",D02,FALSE,Organic Chemicals
D001544,Benperidol,['D02.522.352.155'],D02,FALSE,Organic Chemicals
D001545,Benserazide,['D02.442.175'],D02,FALSE,Organic Chemicals
D001546,Bentonite,"['D01.056.050.075.100', 'D01.578.725.025.100', 'D01.650.550.050.075.100', 'D01.837.725.700.760.050.100']",D01,FALSE,Inorganic Chemicals
D001547,Benzaldehydes,['D02.047.222'],D02,FALSE,Organic Chemicals
D001548,Benzalkonium Compounds,"['D02.092.877.096.040', 'D02.675.276.080']",D02,FALSE,Organic Chemicals
D001549,Benzamides,"['D02.065.277', 'D02.241.223.100.100', 'D02.455.426.559.389.127.085']",D02,FALSE,Organic Chemicals
D001550,Benzamidines,['D02.078.100'],D02,FALSE,Organic Chemicals
D001551,Benz(a)Anthracenes,"['D02.455.426.559.847.149', 'D04.615.149']",D02,FALSE,Organic Chemicals
D001552,Benzazepines,['D03.633.100.079'],D03,FALSE,Heterocyclic Compounds
D001553,Benzbromarone,['D03.633.100.127.110'],D03,FALSE,Heterocyclic Compounds
D001554,Benzene,['D02.455.426.559.389.023'],D02,FALSE,Organic Chemicals
D001555,Benzene Derivatives,['D02.455.426.559.389'],D02,FALSE,Organic Chemicals
D001556,Hexachlorocyclohexane,['D02.455.526.439.600'],D02,FALSE,Organic Chemicals
D001557,Benzenesulfonates,"['D02.455.426.559.389.097', 'D02.886.645.600.080.050.100']",D02,FALSE,Organic Chemicals
D001558,Benzethonium,"['D02.092.877.096.082', 'D02.675.276.090']",D02,FALSE,Organic Chemicals
D001559,Benzhydryl Compounds,['D02.455.426.559.389.115'],D02,FALSE,Organic Chemicals
D001560,Benzidines,['D02.455.426.559.389.185.100'],D02,FALSE,Organic Chemicals
D001561,Benzilates,"['D02.241.223.601.238.306', 'D02.241.511.085']",D02,FALSE,Organic Chemicals
D001562,Benzimidazoles,['D03.633.100.103'],D03,FALSE,Heterocyclic Compounds
D001564,Benzo(a)pyrene,"['D02.455.426.559.847.799.306.300', 'D04.615.799.306.300']",D02,FALSE,Organic Chemicals
D001565,Benzoates,"['D02.241.223.100', 'D02.455.426.559.389.127']",D02,FALSE,Organic Chemicals
D001566,Benzocaine,"['D02.241.223.100.050.500.643', 'D02.455.426.559.389.127.020.937.687']",D02,FALSE,Organic Chemicals
D001567,Benzocycloheptenes,"['D02.455.426.559.847.181', 'D04.615.181']",D02,FALSE,Organic Chemicals
D001569,Benzodiazepines,['D03.633.100.079.080'],D03,FALSE,Heterocyclic Compounds
D001570,Benzodiazepinones,['D03.633.100.079.080.070'],D03,FALSE,Heterocyclic Compounds
D001571,Benzoflavones,"['D03.383.663.283.266.450.175', 'D03.633.100.150.266.450.175']",D03,FALSE,Heterocyclic Compounds
D001572,Benzofurans,['D03.633.100.127'],D03,FALSE,Heterocyclic Compounds
D001573,Benzoin,['D02.522.120.100'],D02,FALSE,Organic Chemicals
D001574,Benzolamide,"['D02.065.884.120', 'D02.886.590.700.120', 'D02.886.675.867.120', 'D03.383.129.708.867.120']",D02,FALSE,Organic Chemicals
D001575,Benzomorphans,"['D03.132.577.249.106', 'D04.615.723.795.106']",D03,FALSE,Heterocyclic Compounds
D001576,Benzophenoneidum,['D02.092.146.215'],D02,FALSE,Organic Chemicals
D001577,Benzophenones,"['D02.455.426.559.389.134', 'D02.522.223']",D02,FALSE,Organic Chemicals
D001578,Benzopyrans,"['D03.383.663.283', 'D03.633.100.150']",D03,FALSE,Heterocyclic Compounds
D001579,Benzopyrene Hydroxylase,"['D08.244.453.005.110', 'D08.811.682.690.708.170.010.110', 'D12.776.422.220.453.010.110']",D08,FALSE,Enzymes and Coenzymes
D001580,Benzopyrenes,"['D02.455.426.559.847.799.306', 'D04.615.799.306']",D02,FALSE,Organic Chemicals
D001581,Benzothiadiazines,"['D02.886.590.700.135', 'D02.886.655.500', 'D03.633.100.174']",D02,FALSE,Organic Chemicals
D001582,Benzothiepins,"['D02.886.092', 'D03.633.100.197']",D02,FALSE,Organic Chemicals
D001583,Benzoxazoles,['D03.633.100.221'],D03,FALSE,Heterocyclic Compounds
D001584,Benzoxepins,['D03.633.100.245'],D03,FALSE,Heterocyclic Compounds
D001585,Benzoyl Peroxide,"['D02.241.223.100.133', 'D02.455.426.559.389.127.133']",D02,FALSE,Organic Chemicals
D001586,Benzoylarginine Nitroanilide,"['D02.065.199.200', 'D02.092.146.113.200', 'D12.125.068.050.100', 'D12.125.095.104.100']",D02,FALSE,Organic Chemicals
